time,normalised_flux,tau
0.0,-0.0,0.0
80.08008008008008,-0.0,0.0009481481481481479
160.16016016016016,-0.0,0.0018962962962962959
240.24024024024024,-0.0,0.0028444444444444437
320.3203203203203,-0.0,0.0037925925925925918
400.4004004004004,-0.0,0.00474074074074074
480.4804804804805,-0.0,0.005688888888888887
560.5605605605606,-6.311420612308723e-15,0.006637037037037036
640.6406406406406,2.903253481662013e-13,0.0075851851851851835
720.7207207207207,8.040749860081314e-12,0.00853333333333333
800.8008008008007,1.1679914985138523e-10,0.00948148148148148
880.8808808808809,1.0695838283267346e-09,0.010429629629629627
960.960960960961,6.868163647361701e-09,0.011377777777777775
1041.0410410410411,3.3425144711533526e-08,0.012325925925925924
1121.1211211211212,1.3045710192494498e-07,0.013274074074074072
1201.2012012012012,4.260456952138452e-07,0.014222222222222221
1281.2812812812813,1.2024325673556668e-06,0.015170370370370367
1361.3613613613613,3.007137849216938e-06,0.016118518518518515
1441.4414414414414,6.796164589363001e-06,0.01706666666666666
1521.5215215215214,1.4099159479922244e-05,0.01801481481481481
1601.6016016016015,2.7190393217168535e-05,0.01896296296296296
1681.6816816816818,4.9248331744931297e-05,0.01991111111111111
1761.7617617617618,8.448637321753324e-05,0.020859259259259254
1841.8418418418419,0.00013824237173956928,0.021807407407407404
1921.921921921922,0.00021701998447954228,0.02275555555555555
2002.002002002002,0.0003284761043691397,0.0237037037037037
2082.0820820820823,0.00048135992833586694,0.02465185185185185
2162.162162162162,0.000685409667256726,0.025599999999999994
2242.2422422422424,0.0009512115443532502,0.026548148148148144
2322.322322322322,0.0012900318288245902,0.02749629629629629
2402.4024024024025,0.0017136345615405616,0.028444444444444442
2482.4824824824823,0.0022340902914414307,0.02939259259259258
2562.5625625625626,0.002863584959751169,0.030340740740740734
2642.642642642643,0.003614235239852528,0.03128888888888889
2722.7227227227227,0.004497916531724538,0.03223703703703703
2802.802802802803,0.005526107377282683,0.033185185185185186
2882.8828828828828,0.006709749093273671,0.03413333333333332
2962.962962962963,0.008059127287582176,0.03508148148148148
3043.043043043043,0.00958377400724337,0.03602962962962962
3123.123123123123,0.011292389379820795,0.03697777777777777
3203.203203203203,0.013192781774082781,0.03792592592592592
3283.2832832832833,0.015291825463119222,0.03887407407407407
3363.3633633633635,0.01759543420863534,0.03982222222222222
3443.4434434434434,0.020108550794773382,0.04077037037037036
3523.5235235235236,0.022835149301978608,0.04171851851851851
3603.6036036036035,0.025778248059486017,0.04266666666666666
3683.6836836836837,0.02893993203772315,0.04361481481481481
3763.7637637637636,0.03232138337976942,0.04456296296296295
3843.843843843844,0.03592291770953252,0.0455111111111111
3923.923923923924,0.0397440255875826,0.046459259259259256
4004.004004004004,0.043783420478516945,0.0474074074074074
4084.084084084084,0.04803908719391541,0.04835555555555555
4164.1641641641645,0.05250833198489934,0.0493037037037037
4244.244244244244,0.05718783414660379,0.050251851851851846
4324.324324324324,0.06207369812197157,0.05119999999999999
4404.404404404404,0.06716150500587395,0.05214814814814813
4484.484484484485,0.07244636431110477,0.05309629629629629
4564.5645645645645,0.07792296385064285,0.05404444444444443
4644.644644644644,0.08358561763182931,0.05499259259259258
4724.724724724725,0.08942831325325569,0.055940740740740735
4804.804804804805,0.09544475589054363,0.056888888888888885
4884.884884884885,0.10162841037535607,0.05783703703703703
4964.964964964965,0.1079725408859145,0.05878518518518516
5045.045045045045,0.11447025250145533,0.059733333333333326
5125.125125125125,0.1211145231220756,0.06068148148148147
5205.205205205205,0.12789823662241082,0.06162962962962962
5285.285285285286,0.13481421891119189,0.06257777777777777
5365.3653653653655,0.14185525943545435,0.06352592592592592
5445.445445445445,0.1490141406548095,0.06447407407407406
5525.525525525525,0.15628366557381754,0.0654222222222222
5605.605605605606,0.1636566737402904,0.06637037037037037
5685.685685685686,0.1711260638879799,0.0673185185185185
5765.7657657657655,0.17868481750729787,0.06826666666666664
5845.845845845846,0.18632600405059688,0.06921481481481481
5925.925925925926,0.1940428099799537,0.07016296296296295
6006.006006006006,0.20182853632740116,0.0711111111111111
6086.086086086086,0.20967662267198978,0.07205925925925924
6166.1661661661665,0.21758064908261987,0.0730074074074074
6246.246246246246,0.22553434679446585,0.07395555555555554
6326.326326326326,0.23353160979136708,0.07490370370370368
6406.406406406406,0.2415664927958046,0.07585185185185184
6486.486486486487,0.2496332247377504,0.0768
6566.5665665665665,0.257726204466726,0.07774814814814814
6646.646646646646,0.2658400181063159,0.07869629629629628
6726.726726726727,0.27396941827149246,0.07964444444444443
6806.806806806807,0.2821093565054302,0.08059259259259258
6886.886886886887,0.2902549474060344,0.08154074074074072
6966.9669669669665,0.2984015045997011,0.08248888888888888
7047.047047047047,0.30654451210017847,0.08343703703703702
7127.127127127127,0.3146796383958972,0.08438518518518516
7207.207207207207,0.32280273148704847,0.08533333333333332
7287.287287287288,0.3309098132739482,0.08628148148148147
7367.3673673673675,0.3389970852606298,0.08722962962962962
7447.447447447447,0.34706091588618254,0.08817777777777776
7527.527527527527,0.35509784869540245,0.0891259259259259
7607.607607607608,0.36310458540674073,0.09007407407407406
7687.687687687688,0.3710780003405772,0.0910222222222222
7767.7677677677675,0.379015121957381,0.09197037037037036
7847.847847847848,0.3869131307945954,0.09291851851851851
7927.927927927928,0.3947693680031499,0.09386666666666664
8008.008008008008,0.40258131153289217,0.0948148148148148
8088.088088088088,0.41034658870743773,0.09576296296296294
8168.168168168168,0.41806296598267756,0.0967111111111111
8248.248248248248,0.42572833980087377,0.09765925925925925
8328.328328328329,0.4333407415980646,0.0986074074074074
8408.408408408408,0.4408983275636208,0.09955555555555554
8488.488488488489,0.4483993758221454,0.10050370370370369
8568.56856856857,0.45584228313238634,0.10145185185185183
8648.648648648648,0.4632255601057296,0.10239999999999998
8728.728728728729,0.4705478270694539,0.10334814814814813
8808.808808808808,0.477807810147642,0.10429629629629626
8888.888888888889,0.48500433749803346,0.10524444444444442
8968.96896896897,0.49213633427581444,0.10619259259259257
9049.049049049048,0.4992028195750649,0.10714074074074072
9129.129129129129,0.5062029040998828,0.10808888888888886
9209.20920920921,0.5131357820866616,0.10903703703703703
9289.289289289289,0.5200007307400131,0.10998518518518516
9369.36936936937,0.5267971106093707,0.1109333333333333
9449.44944944945,0.5335243520194471,0.11188148148148147
9529.52952952953,0.5401819583973754,0.11282962962962961
9609.60960960961,0.5467695088571602,0.11377777777777777
9689.68968968969,0.5532866402499348,0.11472592592592591
9769.76976976977,0.5597330533954529,0.11567407407407405
9849.84984984985,0.5661085164730139,0.11662222222222221
9929.92992992993,0.5724128459762456,0.11757037037037033
10010.01001001001,0.5786459137557415,0.1185185185185185
10090.09009009009,0.5848076500795059,0.11946666666666665
10170.17017017017,0.5908980264701691,0.12041481481481478
10250.25025025025,0.5969170614103224,0.12136296296296294
10330.330330330331,0.6028648231685576,0.12231111111111109
10410.41041041041,0.6087414159345385,0.12325925925925924
10490.49049049049,0.6145469826464536,0.12420740740740738
10570.570570570571,0.6202817092132434,0.12515555555555555
10650.65065065065,0.6259458114589218,0.1261037037037037
10730.730730730731,0.6315395374591901,0.12705185185185183
10810.81081081081,0.6370631720121825,0.12799999999999997
10890.89089089089,0.6425170246000498,0.12894814814814812
10970.970970970971,0.6479014312474957,0.1298962962962963
11051.05105105105,0.6532167589227436,0.1308444444444444
11131.131131131131,0.6584633948740247,0.13179259259259257
11211.211211211212,0.6636417478788488,0.13274074074074074
11291.29129129129,0.668752252380155,0.13368888888888886
11371.371371371371,0.6737953593096838,0.134637037037037
11451.451451451452,0.6787715367360961,0.13558518518518517
11531.531531531531,0.6836812737803898,0.13653333333333328
11611.611611611612,0.6885250726866594,0.13748148148148145
11691.691691691693,0.6933034490093947,0.13842962962962962
11771.771771771771,0.6980169368492704,0.13937777777777777
11851.851851851852,0.7026660786252242,0.1403259259259259
11931.931931931931,0.7072514265821418,0.14127407407407405
12012.012012012012,0.7117735440085061,0.1422222222222222
12092.092092092093,0.7162330115824432,0.14317037037037034
12172.172172172171,0.7206304075265195,0.14411851851851848
12252.252252252252,0.7249663200951911,0.14506666666666665
12332.332332332333,0.7292413479616431,0.1460148148148148
12412.412412412412,0.7334560980241797,0.14696296296296293
12492.492492492493,0.7376111752144031,0.14791111111111108
12572.572572572573,0.7417071909221403,0.14885925925925925
12652.652652652652,0.7457447674781159,0.14980740740740736
12732.732732732733,0.7497245243736728,0.15075555555555553
12812.812812812812,0.7536470836001706,0.15170370370370367
12892.892892892893,0.757513070467754,0.15265185185185182
12972.972972972973,0.7613231168323814,0.1536
13053.053053053052,0.7650778490142267,0.1545481481481481
13133.133133133133,0.7687778956852378,0.15549629629629627
13213.213213213214,0.7724238879867312,0.1564444444444444
13293.293293293293,0.7760164573411467,0.15739259259259256
13373.373373373373,0.7795562311509024,0.15834074074074073
13453.453453453454,0.7830438366048131,0.15928888888888887
13533.533533533533,0.7864799047916337,0.160237037037037
13613.613613613614,0.7898650595881724,0.16118518518518515
13693.693693693695,0.7931999234797965,0.1621333333333333
13773.773773773773,0.7964851165580649,0.16308148148148144
13853.853853853854,0.7997212626815584,0.1640296296296296
13933.933933933933,0.8029089752763701,0.16497777777777775
14014.014014014014,0.8060488668102415,0.1659259259259259
14094.094094094095,0.8091415465701599,0.16687407407407404
14174.174174174173,0.8121876250815527,0.16782222222222218
14254.254254254254,0.8151877030929011,0.16877037037037032
14334.334334334335,0.8181423792548962,0.1697185185185185
14414.414414414414,0.8210522486529833,0.17066666666666663
14494.494494494495,0.8239179050033579,0.1716148148148148
14574.574574574575,0.8267399335810565,0.17256296296296295
14654.654654654654,0.8295189163862704,0.1735111111111111
14734.734734734735,0.8322554315012509,0.17445925925925923
14814.814814814816,0.8349500538199214,0.17540740740740737
14894.894894894895,0.8376033506441469,0.17635555555555552
14974.974974974975,0.8402158851432509,0.17730370370370369
15055.055055055054,0.842788216394989,0.1782518518518518
15135.135135135135,0.8453208990963981,0.17919999999999997
15215.215215215216,0.8478144807653115,0.1801481481481481
15295.295295295295,0.8502695042754175,0.18109629629629626
15375.375375375375,0.852686509177719,0.1820444444444444
15455.455455455456,0.8550660290557333,0.18299259259259257
15535.535535535535,0.8574085900486185,0.1839407407407407
15615.615615615616,0.8597147136596685,0.18488888888888885
15695.695695695696,0.861984915628449,0.18583703703703702
15775.775775775775,0.8642197089740887,0.18678518518518517
15855.855855855856,0.8664196012687081,0.18773333333333328
15935.935935935935,0.8685850905068088,0.18868148148148142
16016.016016016016,0.8707166708022017,0.1896296296296296
16096.096096096097,0.8728148304396343,0.19057777777777776
16176.176176176175,0.8748800545553508,0.19152592592592588
16256.256256256256,0.8769128238503207,0.19247407407407405
16336.336336336337,0.8789136086684846,0.1934222222222222
16416.416416416418,0.8808828757934732,0.19437037037037033
16496.496496496497,0.8828210863052609,0.1953185185185185
16576.576576576575,0.884728697130895,0.1962666666666666
16656.656656656658,0.8866061611239303,0.1972148148148148
16736.736736736737,0.8884539218921205,0.19816296296296293
16816.816816816816,0.890272419079861,0.19911111111111107
16896.8968968969,0.8920620867902843,0.20005925925925924
16976.976976976977,0.8938233543255641,0.20100740740740738
17057.057057057056,0.8955566467615449,0.20195555555555553
17137.13713713714,0.8972623813643066,0.20290370370370367
17217.217217217218,0.8989409709765448,0.2038518518518518
17297.297297297297,0.9005928230530721,0.20479999999999995
17377.37737737738,0.902218340114268,0.20574814814814812
17457.457457457458,0.9038179205633332,0.20669629629629627
17537.537537537537,0.9053919555549401,0.2076444444444444
17617.617617617616,0.9069408318000793,0.20859259259259252
17697.6976976977,0.908464930803476,0.2095407407407407
17777.777777777777,0.9099646293235784,0.21048888888888884
17857.857857857856,0.9114403007258153,0.21143703703703698
17937.93793793794,0.9128923103758644,0.21238518518518515
18018.018018018018,0.9143210197909264,0.2133333333333333
18098.098098098097,0.9157267854868936,0.21428148148148143
18178.17817817818,0.9171099590055897,0.21522962962962958
18258.258258258258,0.918470887387533,0.21617777777777772
18338.338338338337,0.919809915334798,0.21712592592592586
18418.41841841842,0.9211273787391948,0.21807407407407406
18498.4984984985,0.9224236103424918,0.2190222222222222
18578.578578578577,0.9236989381856221,0.21997037037037032
