time,flux,normalised_flux,yCO2_bl,pressure,tau
152923.89999980928,0.00013151832396932612,0.9960773899454582,0.0010558505,149.429,0.7118989919959413
152933.89999980928,0.0001314448326832568,0.9955207906351694,0.0010552604999999999,149.207,0.7121117919959412
152943.89999980928,0.00013133459575415286,0.9946858916697366,0.0010543755,149.207,0.7123245919959413
152953.89999980928,0.00013140808704022216,0.9952424909800252,0.0010549655,148.985,0.7125373919959412
152963.89999980928,0.00013137134139718754,0.9949641913248811,0.0010546705,149.207,0.7127501919959413
152973.89999980928,0.00013155494505085892,0.9963547462119408,0.0010561445,149.207,0.7129629919959413
152983.89999980928,0.00013159169069389357,0.996633045867085,0.0010564395,149.429,0.7131757919959413
152993.89999980928,0.00013140808704022216,0.9952424909800252,0.0010549655,149.207,0.7133885919959413
153003.89999980928,0.0001314448326832568,0.9955207906351694,0.0010552604999999999,149.207,0.7136013919959413
153013.9009997368,0.00013118761318201428,0.9935726930491595,0.0010531954999999998,149.207,0.7138142132743989
153023.89999980928,0.00013148157832629145,0.9957990902903138,0.0010555554999999999,149.429,0.7140269919959413
153033.89999980928,0.00013159169069389357,0.996633045867085,0.0010564395,148.985,0.7142397919959412
153043.89999980928,0.00013122435882504893,0.9938509927043038,0.0010534904999999998,149.207,0.7144525919959412
153053.89999980928,0.00013151832396932612,0.9960773899454582,0.0010558505,149.207,0.7146653919959413
153063.89999980928,0.00013137134139718754,0.9949641913248811,0.0010546705,149.207,0.7148781919959413
153073.89999980928,0.00013137134139718754,0.9949641913248811,0.0010546705,149.207,0.7150909919959413
153083.89999980928,0.0001316284363369282,0.9969113455222293,0.0010567344999999999,149.429,0.7153037919959413
153093.89999980928,0.00013151832396932612,0.9960773899454582,0.0010558505,148.985,0.7155165919959413
153103.89999980928,0.00013148157832629145,0.9957990902903138,0.0010555554999999999,148.985,0.7157293919959412
153113.89999980928,0.0001314448326832568,0.9955207906351694,0.0010552604999999999,149.207,0.7159421919959413
153123.89999980928,0.00013137134139718754,0.9949641913248811,0.0010546705,149.207,0.7161549919959412
153133.89999980928,0.00013148157832629145,0.9957990902903138,0.0010555554999999999,149.207,0.7163677919959412
153143.89999980928,0.00013148157832629145,0.9957990902903138,0.0010555554999999999,148.985,0.7165805919959413
153153.89999980928,0.00013151832396932612,0.9960773899454582,0.0010558505,149.207,0.7167933919959413
153163.9009997368,0.00013126110446808357,0.994129292359448,0.0010537855,149.429,0.717006213274399
153173.89999980928,0.00013148157832629145,0.9957990902903138,0.0010555554999999999,149.207,0.7172189919959413
153183.89999980928,0.00013140808704022216,0.9952424909800252,0.0010549655,148.985,0.7174317919959412
153193.89999980928,0.00013140808704022216,0.9952424909800252,0.0010549655,149.207,0.7176445919959413
153203.89999980928,0.00013129785011111825,0.9944075920145925,0.0010540805,149.207,0.7178573919959412
153213.89999980928,0.00013137134139718754,0.9949641913248811,0.0010546705,149.207,0.7180701919959414
153223.89999980928,0.00013140808704022216,0.9952424909800252,0.0010549655,148.985,0.7182829919959413
153233.89999980928,0.0001314448326832568,0.9955207906351694,0.0010552604999999999,149.429,0.7184957919959413
153243.9009997368,0.00013137134139718754,0.9949641913248811,0.0010546705,149.207,0.7187086132743989
