Pressure (Pa), Temperature (K), Density EQ (g/cm^3), Density Exp (g/cm^3)
58840835.539864674, 423.25, 0.9942391310183153, 1.161710037174721
58840835.539864674, 433.25, 0.9873049784236331, 1.1560693641618498
58840835.539864674, 442.95, 0.980609856604901, 1.1507479861910241
58840835.539864674, 452.45, 0.9740836295290815, 1.1453441759248655
58840835.539864674, 463.54999999999995, 0.9664985646244324, 1.1397310234784592
58840835.539864674, 473.34999999999997, 0.9598394295622921, 1.1340440009072352
58840835.539864674, 483.54999999999995, 0.9529474308087794, 1.128158844765343
58840835.539864674, 493.75, 0.9460966227847657, 1.122208506340478
58840835.539864674, 503.54999999999995, 0.9395546467581573, 1.1168192986374805
78454447.38648623, 413.65, 1.0136328843782154, 1.1760555098200636
78454447.38648623, 423.25, 1.007328778533592, 1.17096018735363
78454447.38648623, 433.25, 1.0007976782459989, 1.1656370206317752
78454447.38648623, 442.95, 0.9944983607154125, 1.160496692584426
78454447.38648623, 452.45, 0.9883641580393447, 1.155268022181146
78454447.38648623, 463.54999999999995, 0.9812423022983425, 1.1498217776244681
78454447.38648623, 473.34999999999997, 0.9749964350885313, 1.1442956860052638
78454447.38648623, 483.54999999999995, 0.9685385306064366, 1.1389521640091116
78454447.38648623, 493.75, 0.9621255123268792, 1.13314447592068
78454447.38648623, 503.54999999999995, 0.95600730652543, 1.128158844765343
98068059.23310779, 413.65, 1.0251036432085852, 1.184413123297406
98068059.23310779, 423.25, 1.019114451778637, 1.1796626164916835
98068059.23310779, 433.25, 1.0129142537037124, 1.1742602160638798
98068059.23310779, 442.95, 1.006938486510917, 1.1695906432748537
98068059.23310779, 452.45, 1.0011234053120257, 1.1644154634373545
98068059.23310779, 463.54999999999995, 0.994376939639305, 1.1592858798979828
98068059.23310779, 473.34999999999997, 0.9884644905002296, 1.1539349180706209
98068059.23310779, 483.54999999999995, 0.9823553208084386, 1.1488970588235294
98068059.23310779, 493.75, 0.9762925007768308, 1.1432491139819365
98068059.23310779, 503.54999999999995, 0.9705118732230856, 1.1385631333257429
117681671.07972935, 413.65, 1.0355777767734802, 1.1916110581506196
117681671.07972935, 423.25, 1.0298546068740375, 1.1879306248515087
117681671.07972935, 433.25, 1.0239330275598577, 1.1825922421948911
117681671.07972935, 442.95, 1.018228809948359, 1.1777175833235192
117681671.07972935, 452.45, 1.0126807301559213, 1.172882946281961
117681671.07972935, 463.54999999999995, 1.006247314272271, 1.16795141322121
117681671.07972935, 473.34999999999997, 1.0006120029164725, 1.1627906976744187
117681671.07972935, 483.54999999999995, 0.9947918101511142, 1.157675387821255
117681671.07972935, 493.75, 0.9890182855985935, 1.1524720525527257
117681671.07972935, 503.54999999999995, 0.9835157024394182, 1.1478420569329661
137295282.9263509, 413.65, 1.04522953606553, 1.198609612849095
137295282.9263509, 423.25, 1.0397353572236632, 1.1950286806883366
137295282.9263509, 433.25, 1.0340530065092732, 1.1900511722004046
137295282.9263509, 442.95, 1.0285813661518421, 1.1856770215793218
137295282.9263509, 452.45, 1.023261422807219, 1.1809163911195086
137295282.9263509, 463.54999999999995, 1.0170948188713467, 1.1761938367442955
137295282.9263509, 473.34999999999997, 1.0116951248508133, 1.1708230886313078
137295282.9263509, 483.54999999999995, 1.0061200447604615, 1.166044776119403
137295282.9263509, 493.75, 1.0005913367089652, 1.1610356437942646
137295282.9263509, 503.54999999999995, 0.9953235302392495, 1.156737998843262
156908894.77297246, 423.25, 1.0488956133515785, 1.201634222542658
156908894.77297246, 433.25, 1.0434218952576084, 1.1971746677840296
156908894.77297246, 442.95, 1.0381526854447702, 1.1930326890956813
156908894.77297246, 452.45, 1.0330309336666426, 1.1883541295306002
156908894.77297246, 463.54999999999995, 1.027095664446538, 1.1837121212121213
156908894.77297246, 473.34999999999997, 1.0218998620161037, 1.1789672247111531
156908894.77297246, 483.54999999999995, 1.0165365081412256, 1.173984503404555
156908894.77297246, 493.75, 1.0112188935526913, 1.16918040453642
156908894.77297246, 503.54999999999995, 1.0061531811043227, 1.1649580615097856
176522506.619594, 423.25, 1.0574420660184642, 1.208605269518975
176522506.619594, 433.25, 1.0521526238754382, 1.2042389210019266
176522506.619594, 442.95, 1.0470619253703648, 1.1999040076793857
176522506.619594, 452.45, 1.0421146814739806, 1.1958861516383639
176522506.619594, 463.54999999999995, 1.0363827811724164, 1.1909015124449207
176522506.619594, 473.34999999999997, 1.0313659442605727, 1.1859582542694498
176522506.619594, 483.54999999999995, 1.0261881665675745, 1.1811953697141506
